DAT;RR;RRI;FF;DD;FXI;DXI;T;TD;U;PMER;UV;RAD;IC;WINDCHILL
18/02/2015-18:20;0.0;0.0;1.6;68.0;6.4;None;26.4;22.1;77.0;1011.34;0.0;56.0;26.4;26.4
18/02/2015-18:25;0.0;0.0;1.6;68.0;4.8;None;26.4;22.1;77.0;1011.38;0.0;56.0;26.4;26.4
18/02/2015-18:30;0.0;0.0;0.0;None;3.2;None;26.4;22.1;77.0;1011.51;0.0;35.0;26.4;26.4
18/02/2015-18:35;0.0;0.0;1.6;68.0;4.8;None;26.3;22.0;77.0;1011.55;0.0;24.0;26.3;26.3
18/02/2015-18:40;0.0;0.0;0.0;None;3.2;None;26.2;22.1;78.0;1011.55;0.0;13.0;26.2;26.2
18/02/2015-18:45;0.0;0.0;0.0;None;3.2;None;26.2;22.1;78.0;1011.58;0.0;8.0;26.2;26.2
18/02/2015-18:50;0.0;0.0;0.0;None;3.2;None;26.1;22.0;78.0;1011.65;0.0;1.0;26.1;26.1
18/02/2015-18:55;0.0;0.0;0.0;None;1.6;None;26.1;21.9;78.0;1011.65;0.0;0.0;26.1;26.1
18/02/2015-19:00;0.0;0.0;0.0;None;1.6;None;26.0;21.9;78.0;1011.72;0.0;0.0;26.0;26.0
18/02/2015-19:05;0.0;0.0;0.0;None;0.0;None;25.9;22.0;79.0;1011.82;0.0;0.0;25.9;25.9
18/02/2015-19:10;0.0;0.0;0.0;None;1.6;None;25.9;22.0;79.0;1011.85;0.0;0.0;25.9;25.9
18/02/2015-19:15;0.0;0.0;0.0;None;0.0;None;25.8;21.9;79.0;1011.95;0.0;0.0;25.8;25.8
18/02/2015-19:20;0.0;0.0;0.0;None;0.0;None;25.8;22.1;80.0;1012.02;0.0;0.0;25.8;25.8
18/02/2015-19:25;0.0;0.0;0.0;None;0.0;None;25.8;22.1;80.0;1011.99;0.0;0.0;25.8;25.8
18/02/2015-19:30;0.0;0.0;0.0;None;0.0;None;25.7;22.0;80.0;1011.99;0.0;0.0;25.7;25.7
18/02/2015-19:35;0.0;0.0;0.0;None;0.0;None;25.7;22.0;80.0;1012.09;0.0;0.0;25.7;25.7
18/02/2015-19:40;0.0;0.0;0.0;None;0.0;None;25.7;22.2;81.0;1011.99;0.0;0.0;25.7;25.7
18/02/2015-19:45;0.0;0.0;0.0;None;0.0;None;25.7;22.2;81.0;1011.99;0.0;0.0;25.7;25.7
18/02/2015-19:50;0.0;0.0;0.0;None;0.0;None;25.6;22.1;81.0;1011.99;0.0;0.0;25.6;25.6
18/02/2015-19:55;0.0;0.0;0.0;None;0.0;None;25.6;22.3;82.0;1012.02;0.0;0.0;25.6;25.6
18/02/2015-20:00;0.0;0.0;0.0;None;0.0;None;25.4;22.2;82.0;1012.09;0.0;0.0;25.4;25.4
18/02/2015-20:05;0.0;0.0;0.0;None;0.0;None;25.3;22.1;82.0;1012.19;0.0;0.0;25.3;25.3
18/02/2015-20:10;0.0;0.0;0.0;None;0.0;None;25.3;22.2;83.0;1012.26;0.0;0.0;25.3;25.3
18/02/2015-20:15;0.0;0.0;1.6;202.0;3.2;None;25.2;22.2;83.0;1012.36;0.0;0.0;25.2;25.2
18/02/2015-20:20;0.0;0.0;0.0;None;1.6;None;25.2;22.1;83.0;1012.43;0.0;0.0;25.2;25.2
18/02/2015-20:25;0.0;0.0;0.0;None;0.0;None;25.1;22.0;83.0;1012.39;0.0;0.0;25.1;25.1
18/02/2015-20:30;0.0;0.0;0.0;None;0.0;None;25.1;22.2;84.0;1012.43;0.0;0.0;25.1;25.1
18/02/2015-20:35;0.0;0.0;0.0;None;0.0;None;25.1;22.2;84.0;1012.39;0.0;0.0;25.1;25.1
18/02/2015-20:40;0.0;0.0;1.6;225.0;3.2;None;25.0;21.9;83.0;1012.39;0.0;0.0;25.0;25.0
18/02/2015-20:45;0.0;0.0;0.0;None;3.2;None;25.0;21.9;83.0;1012.29;0.0;0.0;25.0;25.0
18/02/2015-20:50;0.0;0.0;1.6;225.0;3.2;None;24.9;21.9;83.0;1012.29;0.0;0.0;24.9;24.9
18/02/2015-20:55;0.0;0.0;0.0;None;3.2;None;24.9;21.9;83.0;1012.23;0.0;0.0;24.9;24.9
18/02/2015-21:00;0.0;0.0;1.6;225.0;4.8;None;24.9;21.8;83.0;1012.26;0.0;0.0;24.9;24.9
18/02/2015-21:05;0.0;0.0;0.0;None;3.2;None;24.9;21.8;83.0;1012.29;0.0;0.0;24.9;24.9
18/02/2015-21:10;0.0;0.0;0.0;None;1.6;None;24.9;21.8;83.0;1012.29;0.0;0.0;24.9;24.9
18/02/2015-21:15;0.0;0.0;0.0;None;0.0;None;24.8;21.8;83.0;1012.33;0.0;0.0;24.8;24.8
18/02/2015-21:20;0.0;0.0;0.0;None;3.2;None;24.8;21.7;83.0;1012.39;0.0;0.0;24.8;24.8
18/02/2015-21:25;0.0;0.0;0.0;None;3.2;None;24.7;21.9;84.0;1012.5;0.0;0.0;24.7;24.7
18/02/2015-21:30;0.0;0.0;0.0;None;3.2;None;24.7;21.9;84.0;1012.39;0.0;0.0;24.7;24.7
18/02/2015-21:35;0.0;0.0;0.0;None;1.6;None;24.7;21.8;84.0;1012.5;0.0;0.0;24.7;24.7
18/02/2015-21:40;0.0;0.0;3.2;225.0;4.8;None;24.6;21.8;84.0;1012.53;0.0;0.0;24.6;24.6
18/02/2015-21:45;0.0;0.0;3.2;202.0;4.8;None;24.5;21.6;84.0;1012.53;0.0;0.0;24.5;24.5
18/02/2015-21:50;0.0;0.0;1.6;202.0;4.8;None;24.4;21.6;84.0;1012.6;0.0;0.0;24.4;24.4
18/02/2015-21:55;0.0;0.0;3.2;225.0;6.4;None;24.3;21.5;84.0;1012.56;0.0;0.0;24.3;24.3
18/02/2015-22:00;0.0;0.0;4.8;225.0;8.0;None;24.2;21.2;83.0;1012.5;0.0;0.0;24.2;24.2
18/02/2015-22:05;0.0;0.0;4.8;225.0;6.4;None;24.2;21.1;83.0;1012.6;0.0;0.0;24.2;24.2
18/02/2015-22:10;0.0;0.0;3.2;225.0;6.4;None;24.1;21.0;83.0;1012.6;0.0;0.0;24.1;24.1
18/02/2015-22:15;0.0;0.0;4.8;225.0;6.4;None;24.0;21.0;83.0;1012.63;0.0;0.0;24.0;24.0
18/02/2015-22:20;0.0;0.0;4.8;225.0;6.4;None;23.9;20.9;83.0;1012.67;0.0;0.0;23.9;23.9
18/02/2015-22:25;0.0;0.0;4.8;225.0;6.4;None;23.9;20.8;83.0;1012.67;0.0;0.0;23.9;23.9
18/02/2015-22:30;0.0;0.0;4.8;225.0;6.4;None;23.9;20.8;83.0;1012.7;0.0;0.0;23.9;23.9
18/02/2015-22:35;0.0;0.0;3.2;202.0;6.4;None;23.8;20.8;83.0;1012.63;0.0;0.0;23.8;23.8
18/02/2015-22:40;0.0;0.0;3.2;202.0;4.8;None;23.8;20.6;82.0;1012.6;0.0;0.0;23.8;23.8
18/02/2015-22:45;0.0;0.0;3.2;225.0;8.0;None;23.8;20.3;81.0;1012.56;0.0;0.0;23.8;23.8
18/02/2015-22:50;0.0;0.0;4.8;225.0;6.4;None;23.7;20.3;81.0;1012.53;0.0;0.0;23.7;23.7
18/02/2015-22:55;0.0;0.0;4.8;225.0;8.0;None;23.7;20.3;81.0;1012.56;0.0;0.0;23.7;23.7
18/02/2015-23:00;0.0;0.0;3.2;202.0;6.4;None;23.7;20.2;81.0;1012.53;0.0;0.0;23.7;23.7
18/02/2015-23:05;0.0;0.0;3.2;202.0;6.4;None;23.6;20.2;81.0;1012.56;0.0;0.0;23.6;23.6
18/02/2015-23:10;0.0;0.0;1.6;202.0;4.8;None;23.6;20.2;81.0;1012.56;0.0;0.0;23.6;23.6
18/02/2015-23:15;0.0;0.0;3.2;202.0;8.0;None;23.6;19.9;80.0;1012.53;0.0;0.0;23.6;23.6
18/02/2015-23:20;0.0;0.0;1.6;225.0;4.8;None;23.6;20.1;81.0;1012.46;0.0;0.0;23.6;23.6
18/02/2015-23:25;0.0;0.0;3.2;202.0;6.4;None;23.6;19.9;80.0;1012.53;0.0;0.0;23.6;23.6
18/02/2015-23:30;0.0;0.0;4.8;225.0;8.0;None;23.5;20.1;81.0;1012.46;0.0;0.0;23.5;23.5
18/02/2015-23:35;0.0;0.0;4.8;202.0;8.0;None;23.5;19.9;80.0;1012.43;0.0;0.0;23.5;23.5
18/02/2015-23:40;0.0;0.0;4.8;202.0;8.0;None;23.4;20.0;81.0;1012.33;0.0;0.0;23.4;23.4
18/02/2015-23:45;0.0;0.0;4.8;202.0;8.0;None;23.4;20.0;81.0;1012.33;0.0;0.0;23.4;23.4
18/02/2015-23:50;0.0;0.0;4.8;202.0;8.0;None;23.4;20.0;81.0;1012.26;0.0;0.0;23.4;23.4
18/02/2015-23:55;0.0;0.0;4.8;225.0;9.7;None;23.4;20.0;81.0;1012.23;0.0;0.0;23.4;23.4
19/02/2015-00:00;0.0;0.0;4.8;225.0;9.7;None;23.3;19.9;81.0;1012.12;0.0;0.0;23.3;23.3
19/02/2015-00:05;0.0;0.0;6.4;225.0;11.3;None;23.3;19.9;81.0;1012.09;0.0;0.0;23.3;23.3
19/02/2015-00:10;0.0;0.0;4.8;225.0;9.7;None;23.3;19.9;81.0;1012.16;0.0;0.0;23.3;23.3
19/02/2015-00:15;0.0;0.0;4.8;225.0;8.0;None;23.3;19.9;81.0;1012.09;0.0;0.0;23.3;23.3
19/02/2015-00:20;0.0;0.0;4.8;225.0;8.0;None;23.2;19.8;81.0;1012.06;0.0;0.0;23.2;23.2
19/02/2015-00:25;0.0;0.0;4.8;202.0;8.0;None;23.2;19.8;81.0;1011.99;0.0;0.0;23.2;23.2
19/02/2015-00:30;0.0;0.0;4.8;202.0;11.3;None;23.2;19.8;81.0;1011.95;0.0;0.0;23.2;23.2
19/02/2015-00:35;0.0;0.0;4.8;202.0;9.7;None;23.2;19.5;80.0;1011.95;0.0;0.0;23.2;23.2
19/02/2015-00:40;0.0;0.0;6.4;225.0;9.7;None;23.2;19.5;80.0;1011.89;0.0;0.0;23.2;23.2
19/02/2015-00:45;0.0;0.0;6.4;225.0;9.7;None;23.1;19.5;80.0;1011.89;0.0;0.0;23.1;23.1
19/02/2015-00:50;0.0;0.0;6.4;225.0;11.3;None;23.1;19.2;79.0;1011.85;0.0;0.0;23.1;23.1
19/02/2015-00:55;0.0;0.0;6.4;225.0;11.3;None;23.0;19.2;79.0;1011.85;0.0;0.0;23.0;23.0
19/02/2015-01:00;0.0;0.0;4.8;225.0;9.7;None;22.9;18.9;78.0;1011.82;0.0;0.0;22.9;22.9
19/02/2015-01:05;0.0;0.0;4.8;225.0;6.4;None;22.8;18.8;78.0;1011.79;0.0;0.0;22.8;22.8
19/02/2015-01:10;0.0;0.0;3.2;225.0;6.4;None;22.8;18.6;77.0;1011.72;0.0;0.0;22.8;22.8
19/02/2015-01:15;0.0;0.0;4.8;225.0;9.7;None;22.7;18.7;78.0;1011.58;0.0;0.0;22.7;22.7
19/02/2015-01:20;0.0;0.0;4.8;225.0;9.7;None;22.7;18.9;79.0;1011.51;0.0;0.0;22.7;22.7
19/02/2015-01:25;0.0;0.0;1.6;248.0;3.2;None;22.7;18.9;79.0;1011.51;0.0;0.0;22.7;22.7
19/02/2015-01:30;0.0;0.0;3.2;225.0;6.4;None;22.7;18.9;79.0;1011.41;0.0;0.0;22.7;22.7
19/02/2015-01:35;0.0;0.0;1.6;225.0;4.8;None;22.6;18.8;79.0;1011.38;0.0;0.0;22.6;22.6
19/02/2015-01:40;0.0;0.0;4.8;225.0;9.7;None;22.7;18.7;78.0;1011.31;0.0;0.0;22.7;22.7
19/02/2015-01:45;0.0;0.0;4.8;225.0;8.0;None;22.7;18.9;79.0;1011.24;0.0;0.0;22.7;22.7
19/02/2015-01:50;0.0;0.0;3.2;202.0;8.0;None;22.8;19.2;80.0;1011.14;0.0;0.0;22.8;22.8
19/02/2015-01:55;0.0;0.0;3.2;225.0;6.4;None;22.8;19.2;80.0;1011.04;0.0;0.0;22.8;22.8
19/02/2015-02:00;0.0;0.0;3.2;202.0;6.4;None;22.8;19.0;79.0;1011.07;0.0;0.0;22.8;22.8
19/02/2015-02:05;0.0;0.0;4.8;225.0;8.0;None;22.8;19.0;79.0;1011.01;0.0;0.0;22.8;22.8
19/02/2015-02:10;0.0;0.0;4.8;225.0;8.0;None;22.8;19.2;80.0;1011.01;0.0;0.0;22.8;22.8
19/02/2015-02:15;0.0;0.0;6.4;225.0;9.7;None;22.7;18.9;79.0;1010.87;0.0;0.0;22.7;22.7
19/02/2015-02:20;0.0;0.0;4.8;225.0;8.0;None;22.7;18.9;79.0;1010.77;0.0;0.0;22.7;22.7
19/02/2015-02:25;0.0;0.0;3.2;225.0;6.4;None;22.7;18.7;78.0;1010.8;0.0;0.0;22.7;22.7
19/02/2015-02:30;0.0;0.0;1.6;225.0;6.4;None;22.7;18.4;77.0;1010.8;0.0;0.0;22.7;22.7
19/02/2015-02:35;0.0;0.0;3.2;225.0;8.0;None;22.7;18.4;77.0;1010.7;0.0;0.0;22.7;22.7
19/02/2015-02:40;0.0;0.0;4.8;225.0;8.0;None;22.7;18.2;76.0;1010.74;0.0;0.0;22.7;22.7
19/02/2015-02:45;0.0;0.0;4.8;225.0;8.0;None;22.7;18.0;75.0;1010.67;0.0;0.0;22.7;22.7
19/02/2015-02:50;0.0;0.0;4.8;225.0;6.4;None;22.7;18.0;75.0;1010.74;0.0;0.0;22.7;22.7
19/02/2015-02:55;0.0;0.0;4.8;225.0;8.0;None;22.7;17.8;74.0;1010.7;0.0;0.0;22.7;22.7
19/02/2015-03:00;0.0;0.0;6.4;225.0;11.3;None;22.6;17.8;74.0;1010.6;0.0;0.0;22.6;22.6
19/02/2015-03:05;0.0;0.0;4.8;225.0;11.3;None;22.6;17.5;73.0;1010.53;0.0;0.0;22.6;22.6
19/02/2015-03:10;0.0;0.0;4.8;225.0;8.0;None;22.6;17.5;73.0;1010.53;0.0;0.0;22.6;22.6
19/02/2015-03:15;0.0;0.0;6.4;225.0;12.9;None;22.7;17.4;72.0;1010.5;0.0;0.0;22.7;22.7
19/02/2015-03:20;0.0;0.0;4.8;202.0;9.7;None;22.7;17.7;73.0;1010.46;0.0;0.0;22.7;22.7
19/02/2015-03:25;0.0;0.0;4.8;202.0;8.0;None;22.8;17.9;74.0;1010.5;0.0;0.0;22.8;22.8
19/02/2015-03:30;0.0;0.0;4.8;225.0;8.0;None;22.8;18.0;74.0;1010.4;0.0;0.0;22.8;22.8
19/02/2015-03:35;0.0;0.0;4.8;225.0;8.0;None;22.9;17.8;73.0;1010.46;0.0;0.0;22.9;22.9
19/02/2015-03:40;0.0;0.0;6.4;225.0;9.7;None;22.9;17.8;73.0;1010.46;0.0;0.0;22.9;22.9
19/02/2015-03:45;0.0;0.0;8.0;225.0;11.3;None;22.9;18.5;76.0;1010.53;0.0;0.0;22.9;22.9
19/02/2015-03:50;0.0;0.0;4.8;202.0;9.7;None;22.9;18.5;76.0;1010.53;0.0;0.0;22.9;22.9
19/02/2015-03:55;0.0;0.0;4.8;225.0;8.0;None;22.9;18.7;77.0;1010.53;0.0;0.0;22.9;22.9
19/02/2015-04:00;0.0;0.0;4.8;225.0;6.4;None;22.8;18.8;78.0;1010.46;0.0;0.0;22.8;22.8
19/02/2015-04:05;0.0;0.0;4.8;225.0;8.0;None;22.8;19.2;80.0;1010.5;0.0;0.0;22.8;22.8
19/02/2015-04:10;0.0;0.0;4.8;225.0;8.0;None;22.8;19.4;81.0;1010.57;0.0;0.0;22.8;22.8
19/02/2015-04:15;0.0;0.0;4.8;225.0;8.0;None;22.8;19.4;81.0;1010.53;0.0;0.0;22.8;22.8
19/02/2015-04:20;0.0;0.0;6.4;225.0;9.7;None;22.7;19.3;81.0;1010.57;0.0;0.0;22.7;22.7
19/02/2015-04:25;0.0;0.0;6.4;225.0;9.7;None;22.7;19.5;82.0;1010.53;0.0;0.0;22.7;22.7
19/02/2015-04:30;0.0;0.0;4.8;225.0;8.0;None;22.7;19.5;82.0;1010.43;0.0;0.0;22.7;22.7
19/02/2015-04:35;0.0;0.0;6.4;225.0;8.0;None;22.7;19.5;82.0;1010.53;0.0;0.0;22.7;22.7
19/02/2015-04:40;0.0;0.0;6.4;225.0;9.7;None;22.7;19.5;82.0;1010.57;0.0;0.0;22.7;22.7
19/02/2015-04:45;0.0;0.0;6.4;225.0;9.7;None;22.7;19.3;81.0;1010.53;0.0;0.0;22.7;22.7
19/02/2015-04:50;0.0;0.0;4.8;225.0;6.4;None;22.7;19.3;81.0;1010.63;0.0;0.0;22.7;22.7
19/02/2015-04:55;0.0;0.0;4.8;225.0;8.0;None;22.7;19.3;81.0;1010.63;0.0;0.0;22.7;22.7
19/02/2015-05:00;0.0;0.0;4.8;225.0;6.4;None;22.7;19.1;80.0;1010.6;0.0;0.0;22.7;22.7
19/02/2015-05:05;0.0;0.0;4.8;225.0;6.4;None;22.7;19.1;80.0;1010.53;0.0;0.0;22.7;22.7
19/02/2015-05:10;0.0;0.0;4.8;225.0;6.4;None;22.7;19.1;80.0;1010.57;0.0;0.0;22.7;22.7
19/02/2015-05:15;0.0;0.0;3.2;225.0;6.4;None;22.6;18.8;79.0;1010.53;0.0;0.0;22.6;22.6
19/02/2015-05:20;0.0;0.0;3.2;225.0;6.4;None;22.6;18.7;79.0;1010.5;0.0;0.0;22.6;22.6
19/02/2015-05:25;0.0;0.0;3.2;225.0;4.8;None;22.5;18.7;79.0;1010.5;0.0;0.0;22.5;22.5
19/02/2015-05:30;0.0;0.0;3.2;225.0;4.8;None;22.4;18.6;79.0;1010.5;0.0;0.0;22.4;22.4
19/02/2015-05:35;0.0;0.0;3.2;225.0;6.4;None;22.4;18.6;79.0;1010.43;0.0;0.0;22.4;22.4
19/02/2015-05:40;0.0;0.0;4.8;202.0;11.3;None;22.3;18.3;78.0;1010.4;0.0;0.0;22.3;22.3
19/02/2015-05:45;0.0;0.0;6.4;202.0;9.7;None;22.4;18.2;77.0;1010.46;0.0;0.0;22.4;22.4
19/02/2015-05:50;0.0;0.0;6.4;225.0;9.7;None;22.4;18.4;78.0;1010.53;0.0;0.0;22.4;22.4
19/02/2015-05:55;0.0;0.0;6.4;225.0;9.7;None;22.4;18.4;78.0;1010.57;0.0;0.0;22.4;22.4
19/02/2015-06:00;0.0;0.0;4.8;225.0;9.7;None;22.4;18.4;78.0;1010.74;0.0;0.0;22.4;22.4
19/02/2015-06:05;0.0;0.0;4.8;225.0;8.0;None;22.4;18.4;78.0;1010.77;0.0;0.0;22.4;22.4
19/02/2015-06:10;0.0;0.0;4.8;225.0;9.7;None;22.4;18.4;78.0;1010.8;0.0;6.0;22.4;22.4
19/02/2015-06:15;0.0;0.0;4.8;225.0;9.7;None;22.4;18.2;77.0;1010.87;0.0;11.0;22.4;22.4
19/02/2015-06:20;0.0;0.0;6.4;202.0;11.3;None;22.5;18.3;77.0;1010.87;0.0;17.0;22.5;22.5
19/02/2015-06:25;0.0;0.0;4.8;202.0;8.0;None;22.6;18.2;76.0;1010.8;0.0;22.0;22.6;22.6
19/02/2015-06:30;0.0;0.0;4.8;225.0;9.7;None;22.7;18.2;76.0;1010.84;0.0;28.0;22.7;22.7
19/02/2015-06:35;0.0;0.0;6.4;202.0;9.7;None;22.8;18.1;75.0;1010.87;0.0;34.0;22.8;22.8
19/02/2015-06:40;0.0;0.0;4.8;202.0;6.4;None;22.9;18.0;74.0;1010.87;0.0;41.0;22.9;22.9
19/02/2015-06:45;0.0;0.0;3.2;202.0;6.4;None;23.1;18.2;74.0;1010.87;0.0;49.0;23.1;23.1
19/02/2015-06:50;0.0;0.0;0.0;None;4.8;None;23.2;18.5;75.0;1010.9;0.0;49.0;23.2;23.2
19/02/2015-06:55;0.0;0.0;3.2;202.0;6.4;None;23.3;18.4;74.0;1010.94;0.0;53.0;23.3;23.3
19/02/2015-07:00;0.0;0.0;4.8;225.0;8.0;None;23.4;18.3;73.0;1010.94;0.0;56.0;23.4;23.4
19/02/2015-07:05;0.0;0.0;4.8;202.0;8.0;None;23.4;18.3;73.0;1011.07;0.0;60.0;23.4;23.4
19/02/2015-07:10;0.0;0.0;3.2;202.0;6.4;None;23.5;18.4;73.0;1011.11;0.0;67.0;23.5;23.5
19/02/2015-07:15;0.0;0.0;4.8;225.0;8.0;None;23.6;18.7;74.0;1011.07;0.0;67.0;23.6;23.6
19/02/2015-07:20;0.0;0.0;4.8;225.0;8.0;None;23.7;19.0;75.0;1011.14;1.0;76.0;23.7;23.7
19/02/2015-07:25;0.0;0.0;3.2;225.0;6.4;None;23.8;19.1;75.0;1011.18;1.0;82.0;23.8;23.8
19/02/2015-07:30;0.0;0.0;4.8;202.0;12.9;None;23.8;19.2;75.0;1011.21;1.0;82.0;23.8;23.8
19/02/2015-07:35;0.0;0.0;3.2;202.0;6.4;None;24.0;19.3;75.0;1011.21;1.0;90.0;24.0;24.0
19/02/2015-07:40;0.0;0.0;3.2;225.0;6.4;None;24.1;19.6;76.0;1011.24;1.0;96.0;24.1;24.1
19/02/2015-07:45;0.0;0.0;4.8;225.0;9.7;None;24.2;19.7;76.0;1011.21;1.0;99.0;24.2;24.2
19/02/2015-07:50;0.0;0.0;3.2;225.0;8.0;None;24.3;19.6;75.0;1011.24;1.0;108.0;24.3;24.3
19/02/2015-07:55;0.0;0.0;3.2;202.0;8.0;None;24.5;20.0;76.0;1011.18;1.0;140.0;24.5;24.5
19/02/2015-08:00;0.0;0.0;3.2;225.0;4.8;None;24.7;20.2;76.0;1011.14;1.0;163.0;24.7;24.7
19/02/2015-08:05;0.0;0.0;3.2;202.0;6.4;None;25.0;20.5;76.0;1011.24;1.0;178.0;25.0;25.0
19/02/2015-08:10;0.0;0.0;3.2;202.0;6.4;None;25.3;20.6;75.0;1011.31;1.0;195.0;25.3;25.3
19/02/2015-08:15;0.0;0.0;1.6;202.0;6.4;None;25.7;20.8;74.0;1011.21;1.0;218.0;25.7;25.7
19/02/2015-08:20;0.0;0.0;1.6;202.0;8.0;None;26.3;20.9;72.0;1011.11;2.0;200.0;26.3;26.3
19/02/2015-08:25;0.0;0.0;1.6;202.0;4.8;None;26.8;22.0;75.0;1011.04;2.0;310.0;28.9;26.8
19/02/2015-08:30;0.0;0.0;1.6;225.0;4.8;None;27.2;21.5;71.0;1010.94;2.0;273.0;29.3;27.2
19/02/2015-08:35;0.0;0.0;0.0;None;3.2;None;27.4;22.4;74.0;1010.94;2.0;224.0;30.1;27.4
19/02/2015-08:40;0.0;0.0;1.6;292.0;4.8;None;27.6;22.5;74.0;1010.97;2.0;225.0;30.3;27.6
19/02/2015-08:45;0.0;0.0;1.6;292.0;3.2;None;27.5;22.5;74.0;1010.97;3.0;370.0;30.2;27.5
19/02/2015-08:50;0.0;0.0;1.6;338.0;4.8;None;27.7;22.6;74.0;1011.01;4.0;674.0;30.5;27.7
19/02/2015-08:55;0.0;0.0;1.6;22.0;4.8;None;27.8;22.8;74.0;1011.01;3.0;403.0;30.7;27.8
19/02/2015-09:00;0.0;0.0;1.6;338.0;4.8;None;27.8;22.5;73.0;1011.07;3.0;270.0;30.6;27.8
19/02/2015-09:05;0.0;0.0;3.2;22.0;8.0;None;27.9;22.9;74.0;1011.11;3.0;455.0;31.0;27.9
19/02/2015-09:10;0.0;0.0;3.2;0.0;11.3;None;27.8;22.8;74.0;1011.21;1.0;191.0;30.7;27.8
19/02/2015-09:15;0.0;0.0;3.2;0.0;9.7;None;27.5;22.9;76.0;1011.31;1.0;159.0;30.4;27.5
19/02/2015-09:20;0.0;0.0;3.2;22.0;11.3;None;27.3;22.7;76.0;1011.38;2.0;211.0;29.9;27.3
19/02/2015-09:25;0.0;0.0;1.6;22.0;4.8;None;27.1;23.0;78.0;1011.45;2.0;249.0;29.8;27.1
19/02/2015-09:30;0.0;0.0;0.0;None;3.2;None;27.1;22.8;77.0;1011.51;2.0;177.0;29.7;27.1
19/02/2015-09:35;0.0;0.0;4.8;68.0;8.0;None;26.9;22.8;78.0;1011.48;1.0;138.0;29.3;26.9
19/02/2015-09:40;0.0;0.0;3.2;22.0;8.0;None;26.8;22.9;79.0;1011.41;1.0;123.0;29.2;26.8
19/02/2015-09:45;0.0;0.0;1.6;338.0;6.4;None;26.7;23.0;80.0;1011.41;1.0;113.0;29.1;26.7
19/02/2015-09:50;0.0;0.0;1.6;338.0;6.4;None;26.7;22.8;79.0;1011.45;1.0;114.0;29.1;26.7
19/02/2015-09:55;0.0;0.0;1.6;0.0;4.8;None;26.7;22.8;79.0;1011.45;2.0;173.0;29.1;26.7
19/02/2015-10:00;0.0;0.0;3.2;22.0;8.0;None;26.7;22.8;79.0;1011.41;3.0;276.0;29.1;26.7
19/02/2015-10:05;0.0;0.0;1.6;22.0;6.4;None;26.9;22.8;78.0;1011.38;4.0;302.0;29.3;26.9
19/02/2015-10:10;0.0;0.0;1.6;68.0;8.0;None;27.1;22.7;77.0;1011.31;4.0;318.0;29.6;27.1
19/02/2015-10:15;0.0;0.0;1.6;68.0;6.4;None;27.1;22.5;76.0;1011.14;4.0;355.0;29.6;27.1
19/02/2015-10:20;0.0;0.0;3.2;0.0;6.4;None;27.2;22.6;76.0;1011.11;4.0;316.0;29.7;27.2
19/02/2015-10:25;0.0;0.0;3.2;0.0;8.0;None;27.2;22.9;77.0;1011.14;2.0;210.0;29.9;27.2
19/02/2015-10:30;0.0;0.0;3.2;22.0;8.0;None;27.2;22.8;77.0;1011.07;2.0;144.0;29.8;27.2
19/02/2015-10:35;0.0;0.0;4.8;22.0;12.9;None;26.9;22.8;78.0;1011.18;1.0;106.0;29.4;26.9
19/02/2015-10:40;0.0;0.0;3.2;22.0;8.0;None;26.7;22.8;79.0;1011.14;1.0;77.0;29.1;26.7
19/02/2015-10:45;0.0;0.0;1.6;45.0;6.4;None;26.6;22.9;80.0;1011.01;1.0;79.0;26.6;26.6
19/02/2015-10:50;0.0;0.0;4.8;22.0;12.9;None;26.4;22.9;81.0;1010.94;1.0;73.0;26.4;26.4
19/02/2015-10:55;0.0;0.0;4.8;22.0;8.0;None;26.3;23.2;83.0;1010.97;1.0;69.0;26.3;26.3
19/02/2015-11:00;0.0;0.0;6.4;0.0;12.9;None;26.0;23.3;85.0;1011.07;1.0;63.0;26.0;26.0
19/02/2015-11:05;0.0;0.0;6.4;0.0;12.9;None;25.7;23.2;86.0;1011.18;0.0;53.0;25.7;25.7
19/02/2015-11:10;0.0;0.0;4.8;338.0;12.9;None;25.4;23.3;88.0;1011.18;1.0;83.0;25.4;25.4
19/02/2015-11:15;0.0;0.0;3.2;0.0;8.0;None;25.2;23.3;89.0;1011.21;1.0;90.0;25.2;25.2
19/02/2015-11:20;0.0;0.0;4.8;0.0;14.5;None;25.1;22.6;86.0;1011.14;2.0;117.0;25.1;25.1
19/02/2015-11:25;0.0;0.0;4.8;338.0;14.5;None;25.0;22.3;85.0;1011.14;2.0;113.0;25.0;25.0
19/02/2015-11:30;0.0;0.0;4.8;338.0;14.5;None;24.9;22.5;86.0;1011.14;1.0;93.0;24.9;24.9
19/02/2015-11:35;0.0;0.0;4.8;338.0;12.9;None;24.8;22.5;87.0;1011.07;1.0;96.0;24.8;24.8
19/02/2015-11:40;0.0;0.0;4.8;338.0;12.9;None;24.7;22.2;86.0;1011.14;1.0;95.0;24.7;24.7
19/02/2015-11:45;0.0;0.0;4.8;338.0;11.3;None;24.6;22.1;86.0;1011.18;1.0;82.0;24.6;24.6
19/02/2015-11:50;0.0;0.0;1.6;315.0;9.7;None;24.5;22.0;86.0;1011.14;1.0;81.0;24.5;24.5
19/02/2015-11:55;0.0;0.0;1.6;292.0;6.4;None;24.5;22.2;87.0;1011.04;1.0;70.0;24.5;24.5
