DAT;RR;RRI;FF;DD;FXI;DXI;T;TD;U;PMER;UV;RAD;IC;WINDCHILL
18/02/2015-00:45;0.0;0.0;4.8;225.0;8.0;None;22.0;18.4;80.0;1013.41;0.0;0.0;22.0;22.0
18/02/2015-00:50;0.0;0.0;4.8;225.0;8.0;None;21.9;18.2;79.0;1013.38;0.0;0.0;21.9;21.9
18/02/2015-00:55;0.0;0.0;6.4;225.0;9.7;None;21.9;18.2;79.0;1013.31;0.0;0.0;21.9;21.9
18/02/2015-01:00;0.0;0.0;6.4;225.0;11.3;None;21.9;18.2;79.0;1013.24;0.0;0.0;21.9;21.9
18/02/2015-01:05;0.0;0.0;6.4;225.0;9.7;None;21.9;18.0;78.0;1013.21;0.0;0.0;21.9;21.9
18/02/2015-01:10;0.0;0.0;4.8;225.0;9.7;None;21.9;18.0;78.0;1013.14;0.0;0.0;21.9;21.9
18/02/2015-01:15;0.0;0.0;6.4;225.0;12.9;None;22.0;17.8;77.0;1013.0;0.0;0.0;22.0;22.0
18/02/2015-01:20;0.0;0.0;6.4;225.0;9.7;None;22.0;17.8;77.0;1012.97;0.0;0.0;22.0;22.0
18/02/2015-01:25;0.0;0.0;6.4;225.0;9.7;None;22.0;17.8;77.0;1012.94;0.0;0.0;22.0;22.0
18/02/2015-01:30;0.0;0.0;6.4;225.0;12.9;None;22.0;17.6;76.0;1012.84;0.0;0.0;22.0;22.0
18/02/2015-01:35;0.0;0.0;6.4;225.0;12.9;None;22.0;17.4;75.0;1012.7;0.0;0.0;22.0;22.0
18/02/2015-01:40;0.0;0.0;6.4;225.0;11.3;None;22.1;17.4;75.0;1012.67;0.0;0.0;22.1;22.1
18/02/2015-01:45;0.0;0.0;6.4;225.0;11.3;None;22.1;17.3;74.0;1012.6;0.0;0.0;22.1;22.1
18/02/2015-01:50;0.0;0.0;6.4;225.0;11.3;None;22.1;17.1;73.0;1012.53;0.0;0.0;22.1;22.1
18/02/2015-01:55;0.0;0.0;6.4;225.0;9.7;None;22.1;17.3;74.0;1012.46;0.0;0.0;22.1;22.1
18/02/2015-02:00;0.0;0.0;6.4;225.0;9.7;None;22.1;17.5;75.0;1012.36;0.0;0.0;22.1;22.1
18/02/2015-02:05;0.0;0.0;6.4;225.0;11.3;None;22.1;17.2;74.0;1012.29;0.0;0.0;22.1;22.1
18/02/2015-02:10;0.0;0.0;6.4;225.0;9.7;None;22.1;17.2;74.0;1012.26;0.0;0.0;22.1;22.1
18/02/2015-02:15;0.0;0.0;6.4;225.0;11.3;None;22.0;17.2;74.0;1012.23;0.0;0.0;22.0;22.0
18/02/2015-02:20;0.0;0.0;6.4;225.0;9.7;None;22.0;17.2;74.0;1012.29;0.0;0.0;22.0;22.0
18/02/2015-02:25;0.0;0.0;6.4;225.0;9.7;None;21.9;17.1;74.0;1012.26;0.0;0.0;21.9;21.9
18/02/2015-02:30;0.0;0.0;6.4;225.0;9.7;None;21.9;16.9;73.0;1012.19;0.0;0.0;21.9;21.9
18/02/2015-02:35;0.0;0.0;6.4;225.0;11.3;None;21.9;16.7;72.0;1012.19;0.0;0.0;21.9;21.9
18/02/2015-02:40;0.0;0.0;6.4;225.0;9.7;None;21.9;16.9;73.0;1012.16;0.0;0.0;21.9;21.9
18/02/2015-02:45;0.0;0.0;6.4;225.0;9.7;None;21.9;16.8;73.0;1012.06;0.0;0.0;21.9;21.9
18/02/2015-02:50;0.0;0.0;4.8;225.0;8.0;None;21.8;17.0;74.0;1012.16;0.0;0.0;21.8;21.8
18/02/2015-02:55;0.0;0.0;6.4;225.0;14.5;None;21.8;16.8;73.0;1012.16;0.0;0.0;21.8;21.8
18/02/2015-03:00;0.0;0.0;6.4;225.0;11.3;None;21.8;16.5;72.0;1012.09;0.0;0.0;21.8;21.8
18/02/2015-03:05;0.0;0.0;6.4;225.0;9.7;None;21.7;16.5;72.0;1012.09;0.0;0.0;21.7;21.7
18/02/2015-03:10;0.0;0.0;6.4;225.0;11.3;None;21.7;16.7;73.0;1011.92;0.0;0.0;21.7;21.7
18/02/2015-03:15;0.0;0.0;4.8;225.0;8.0;None;21.7;16.7;73.0;1011.85;0.0;0.0;21.7;21.7
18/02/2015-03:20;0.0;0.0;4.8;225.0;9.7;None;21.7;16.8;74.0;1011.75;0.0;0.0;21.7;21.7
18/02/2015-03:25;0.0;0.0;8.0;225.0;12.9;None;21.6;17.0;75.0;1011.65;0.0;0.0;21.6;21.6
18/02/2015-03:30;0.0;0.0;8.0;225.0;14.5;None;21.6;17.0;75.0;1011.65;0.0;0.0;21.6;21.6
18/02/2015-03:35;0.0;0.0;8.0;225.0;12.9;None;21.6;17.0;75.0;1011.62;0.0;0.0;21.6;21.6
18/02/2015-03:40;0.0;0.0;6.4;225.0;11.3;None;21.6;17.0;75.0;1011.62;0.0;0.0;21.6;21.6
18/02/2015-03:45;0.0;0.0;6.4;225.0;8.0;None;21.6;17.0;75.0;1011.68;0.0;0.0;21.6;21.6
18/02/2015-03:50;0.0;0.0;4.8;225.0;8.0;None;21.6;17.0;75.0;1011.62;0.0;0.0;21.6;21.6
18/02/2015-03:55;0.0;0.0;4.8;225.0;9.7;None;21.6;17.2;76.0;1011.68;0.0;0.0;21.6;21.6
18/02/2015-04:00;0.0;0.0;8.0;225.0;12.9;None;21.6;17.2;76.0;1011.68;0.0;0.0;21.6;21.6
18/02/2015-04:05;0.0;0.0;8.0;225.0;12.9;None;21.6;17.2;76.0;1011.65;0.0;0.0;21.6;21.6
18/02/2015-04:10;0.0;0.0;8.0;225.0;14.5;None;21.6;17.2;76.0;1011.62;0.0;0.0;21.6;21.6
18/02/2015-04:15;0.0;0.0;8.0;225.0;12.9;None;21.6;17.0;75.0;1011.58;0.0;0.0;21.6;21.6
18/02/2015-04:20;0.0;0.0;8.0;225.0;12.9;None;21.6;16.8;74.0;1011.51;0.0;0.0;21.6;21.6
18/02/2015-04:25;0.0;0.0;8.0;225.0;16.1;None;21.6;16.6;73.0;1011.55;0.0;0.0;21.6;21.6
18/02/2015-04:30;0.0;0.0;8.0;225.0;16.1;None;21.7;16.2;71.0;1011.48;0.0;0.0;21.7;21.7
18/02/2015-04:35;0.0;0.0;6.4;225.0;11.3;None;21.7;16.2;71.0;1011.48;0.0;0.0;21.7;21.7
18/02/2015-04:40;0.0;0.0;8.0;225.0;11.3;None;21.8;16.1;70.0;1011.51;0.0;0.0;21.8;21.8
18/02/2015-04:45;0.0;0.0;8.0;225.0;12.9;None;21.8;16.1;70.0;1011.51;0.0;0.0;21.8;21.8
18/02/2015-04:50;0.0;0.0;6.4;202.0;11.3;None;21.8;16.4;71.0;1011.58;0.0;0.0;21.8;21.8
18/02/2015-04:55;0.0;0.0;6.4;225.0;11.3;None;21.9;16.6;72.0;1011.55;0.0;0.0;21.9;21.9
18/02/2015-05:00;0.0;0.0;4.8;225.0;9.7;None;21.8;16.8;73.0;1011.62;0.0;0.0;21.8;21.8
18/02/2015-05:05;0.0;0.0;6.4;225.0;9.7;None;21.8;16.8;73.0;1011.62;0.0;0.0;21.8;21.8
18/02/2015-05:10;0.0;0.0;8.0;225.0;14.5;None;21.8;17.0;74.0;1011.62;0.0;0.0;21.8;21.8
18/02/2015-05:15;0.0;0.0;8.0;225.0;9.7;None;21.7;17.1;75.0;1011.79;0.0;0.0;21.7;21.7
18/02/2015-05:20;0.0;0.0;6.4;225.0;9.7;None;21.7;17.3;76.0;1011.79;0.0;0.0;21.7;21.7
18/02/2015-05:25;0.0;0.0;6.4;225.0;9.7;None;21.6;17.2;76.0;1011.89;0.0;0.0;21.6;21.6
18/02/2015-05:30;0.0;0.0;8.0;225.0;11.3;None;21.4;17.3;77.0;1011.92;0.0;0.0;21.4;21.4
18/02/2015-05:35;0.0;0.0;8.0;225.0;11.3;None;21.4;17.2;77.0;1012.02;0.0;0.0;21.4;21.4
18/02/2015-05:40;0.0;0.0;6.4;225.0;9.7;None;21.4;17.4;78.0;1012.02;0.0;0.0;21.4;21.4
18/02/2015-05:45;0.0;0.0;6.4;225.0;11.3;None;21.4;17.6;79.0;1012.06;0.0;0.0;21.4;21.4
18/02/2015-05:50;0.0;0.0;8.0;225.0;11.3;None;21.3;17.6;79.0;1012.06;0.0;0.0;21.3;21.3
18/02/2015-05:55;0.0;0.0;6.4;225.0;8.0;None;21.3;17.8;80.0;1012.09;0.0;0.0;21.3;21.3
18/02/2015-06:00;0.0;0.0;4.8;225.0;8.0;None;21.3;17.5;79.0;1012.16;0.0;0.0;21.3;21.3
18/02/2015-06:05;0.0;0.0;6.4;225.0;9.7;None;21.3;17.7;80.0;1012.23;0.0;0.0;21.3;21.3
18/02/2015-06:10;0.0;0.0;6.4;225.0;9.7;None;21.2;17.8;81.0;1012.19;0.0;0.0;21.2;21.2
18/02/2015-06:15;0.0;0.0;6.4;225.0;11.3;None;21.2;17.8;81.0;1012.23;0.0;3.0;21.2;21.2
18/02/2015-06:20;0.0;0.0;8.0;225.0;11.3;None;21.2;17.7;80.0;1012.33;0.0;7.0;21.2;21.2
18/02/2015-06:25;0.0;0.0;8.0;225.0;11.3;None;21.3;17.7;80.0;1012.33;0.0;11.0;21.3;21.3
18/02/2015-06:30;0.0;0.0;4.8;225.0;9.7;None;21.4;17.6;79.0;1012.43;0.0;14.0;21.4;21.4
18/02/2015-06:35;0.0;0.0;6.4;225.0;11.3;None;21.5;17.5;78.0;1012.53;0.0;20.0;21.5;21.5
18/02/2015-06:40;0.0;0.0;6.4;225.0;9.7;None;21.6;17.4;77.0;1012.53;0.0;25.0;21.6;21.6
18/02/2015-06:45;0.0;0.0;6.4;225.0;11.3;None;21.8;17.8;78.0;1012.56;0.0;22.0;21.8;21.8
18/02/2015-06:50;0.0;0.0;6.4;225.0;9.7;None;21.9;18.0;78.0;1012.63;0.0;22.0;21.9;21.9
18/02/2015-06:55;0.0;0.0;6.4;225.0;9.7;None;22.1;18.1;78.0;1012.63;0.0;26.0;22.1;22.1
18/02/2015-07:00;0.0;0.0;6.4;225.0;8.0;None;22.3;18.1;77.0;1012.67;0.0;28.0;22.3;22.3
18/02/2015-07:05;0.0;0.0;6.4;225.0;9.7;None;22.5;18.1;76.0;1012.77;0.0;26.0;22.5;22.5
18/02/2015-07:10;0.0;0.0;4.8;225.0;8.0;None;22.7;18.0;75.0;1012.77;0.0;28.0;22.7;22.7
18/02/2015-07:15;0.0;0.0;4.8;225.0;9.7;None;22.9;18.0;74.0;1012.87;0.0;28.0;22.9;22.9
18/02/2015-07:20;0.0;0.0;3.2;225.0;4.8;None;23.1;18.2;74.0;1013.0;0.0;30.0;23.1;23.1
18/02/2015-07:25;0.0;0.0;1.6;225.0;3.2;None;23.3;18.5;74.0;1013.11;0.0;31.0;23.3;23.3
18/02/2015-07:30;0.0;0.0;1.6;225.0;4.8;None;23.6;19.2;76.0;1013.11;0.0;33.0;23.6;23.6
18/02/2015-07:35;0.0;0.0;3.2;225.0;4.8;None;23.9;18.8;73.0;1013.14;0.0;33.0;23.9;23.9
18/02/2015-07:40;0.0;0.0;0.0;None;1.6;None;24.2;19.5;75.0;1013.07;0.0;34.0;24.2;24.2
18/02/2015-07:45;0.0;0.0;0.0;None;0.0;None;24.6;19.9;75.0;1013.17;0.0;33.0;24.6;24.6
18/02/2015-07:50;0.0;0.0;0.0;None;0.0;None;24.8;18.3;67.0;1013.14;0.0;37.0;24.8;24.8
18/02/2015-07:55;0.0;0.0;0.0;None;0.0;None;25.0;18.7;68.0;1013.21;0.0;38.0;25.0;25.0
18/02/2015-08:00;0.0;0.0;0.0;None;0.0;None;25.3;18.1;64.0;1013.28;0.0;36.0;25.3;25.3
18/02/2015-08:05;0.0;0.0;0.0;None;0.0;None;25.7;19.1;67.0;1013.38;0.0;37.0;25.7;25.7
18/02/2015-08:10;0.0;0.0;0.0;None;4.8;None;26.0;19.9;69.0;1013.38;0.0;49.0;26.0;26.0
18/02/2015-08:15;0.0;0.0;0.0;None;3.2;None;26.4;19.3;65.0;1013.41;2.0;82.0;26.4;26.4
18/02/2015-08:20;0.0;0.0;1.6;338.0;3.2;None;26.8;19.4;64.0;1013.34;2.0;164.0;28.1;26.8
18/02/2015-08:25;0.0;0.0;1.6;0.0;3.2;None;27.1;19.7;64.0;1013.38;2.0;322.0;28.5;27.1
18/02/2015-08:30;0.0;0.0;3.2;22.0;8.0;None;27.5;20.1;64.0;1013.44;3.0;486.0;29.1;27.5
18/02/2015-08:35;0.0;0.0;3.2;68.0;6.4;None;27.8;19.6;61.0;1013.48;3.0;514.0;29.2;27.8
18/02/2015-08:40;0.0;0.0;3.2;45.0;6.4;None;28.0;20.8;65.0;1013.48;3.0;535.0;30.0;28.0
18/02/2015-08:45;0.0;0.0;3.2;22.0;12.9;None;28.2;20.5;63.0;1013.51;3.0;538.0;30.1;28.2
18/02/2015-08:50;0.0;0.0;1.6;68.0;4.8;None;28.4;20.7;63.0;1013.51;4.0;569.0;30.4;28.4
18/02/2015-08:55;0.0;0.0;3.2;68.0;8.0;None;28.4;20.5;62.0;1013.55;4.0;589.0;30.4;28.4
18/02/2015-09:00;0.0;0.0;3.2;22.0;6.4;None;28.6;20.6;62.0;1013.55;4.0;602.0;30.6;28.6
18/02/2015-09:05;0.0;0.0;1.6;22.0;8.0;None;28.8;20.5;61.0;1013.55;4.0;609.0;30.8;28.8
18/02/2015-09:10;0.0;0.0;3.2;22.0;4.8;None;28.8;20.9;62.0;1013.55;4.0;639.0;31.1;28.8
18/02/2015-09:15;0.0;0.0;1.6;0.0;6.4;None;29.1;20.8;61.0;1013.58;5.0;657.0;31.3;29.1
18/02/2015-09:20;0.0;0.0;1.6;338.0;6.4;None;29.2;21.0;61.0;1013.58;5.0;676.0;31.6;29.2
18/02/2015-09:25;0.0;0.0;3.2;22.0;8.0;None;29.4;20.8;60.0;1013.65;5.0;695.0;31.7;29.4
18/02/2015-09:30;0.0;0.0;3.2;0.0;12.9;None;29.5;21.2;61.0;1013.65;6.0;709.0;32.1;29.5
18/02/2015-09:35;0.0;0.0;4.8;68.0;12.9;None;29.2;20.9;61.0;1013.78;6.0;726.0;31.5;29.2
18/02/2015-09:40;0.0;0.0;3.2;68.0;8.0;None;29.2;21.2;62.0;1013.75;6.0;718.0;31.7;29.2
18/02/2015-09:45;0.0;0.0;4.8;22.0;12.9;None;29.3;21.8;64.0;1013.82;6.0;749.0;32.2;29.3
18/02/2015-09:50;0.0;0.0;3.2;0.0;8.0;None;29.3;21.6;63.0;1013.78;7.0;772.0;32.1;29.3
18/02/2015-09:55;0.0;0.0;3.2;22.0;8.0;None;29.6;21.0;60.0;1013.75;7.0;785.0;32.0;29.6
18/02/2015-10:00;0.0;0.0;3.2;22.0;9.7;None;29.8;21.0;59.0;1013.78;7.0;801.0;32.3;29.8
18/02/2015-10:05;0.0;0.0;4.8;68.0;14.5;None;29.6;20.5;58.0;1013.78;7.0;816.0;31.8;29.6
18/02/2015-10:10;0.0;0.0;6.4;68.0;16.1;None;29.7;20.6;58.0;1013.85;8.0;793.0;31.8;29.7
18/02/2015-10:15;0.0;0.0;4.8;22.0;11.3;None;29.6;20.2;57.0;1013.85;8.0;841.0;31.6;29.6
18/02/2015-10:20;0.0;0.0;4.8;68.0;14.5;None;29.7;20.3;57.0;1013.75;8.0;868.0;31.8;29.7
18/02/2015-10:25;0.0;0.0;4.8;68.0;12.9;None;29.7;20.9;59.0;1013.78;8.0;851.0;32.1;29.7
18/02/2015-10:30;0.0;0.0;6.4;68.0;14.5;None;29.7;20.0;56.0;1013.75;9.0;883.0;31.5;29.7
18/02/2015-10:35;0.0;0.0;8.0;68.0;17.7;None;29.3;20.2;58.0;1013.75;9.0;892.0;31.3;29.3
18/02/2015-10:40;0.0;0.0;4.8;68.0;16.1;None;29.5;20.4;58.0;1013.72;9.0;901.0;31.6;29.5
18/02/2015-10:45;0.0;0.0;6.4;45.0;11.3;None;29.9;20.5;57.0;1013.68;9.0;913.0;32.1;29.9
18/02/2015-10:50;0.0;0.0;9.7;68.0;19.3;None;29.9;20.5;57.0;1013.61;10.0;871.0;32.1;29.9
18/02/2015-10:55;0.0;0.0;6.4;22.0;16.1;None;30.1;21.0;58.0;1013.75;10.0;932.0;32.6;30.1
18/02/2015-11:00;0.0;0.0;8.0;22.0;16.1;None;30.1;20.7;57.0;1013.68;10.0;943.0;32.5;30.1
18/02/2015-11:05;0.0;0.0;8.0;22.0;19.3;None;30.2;20.5;56.0;1013.65;10.0;952.0;32.5;30.2
18/02/2015-11:10;0.0;0.0;8.0;68.0;16.1;None;30.2;19.9;54.0;1013.58;11.0;962.0;32.1;30.2
18/02/2015-11:15;0.0;0.0;6.4;0.0;12.9;None;30.4;20.9;57.0;1013.55;11.0;970.0;33.0;30.4
18/02/2015-11:20;0.0;0.0;6.4;22.0;14.5;None;30.6;20.0;53.0;1013.44;11.0;979.0;32.6;30.6
18/02/2015-11:25;0.0;0.0;6.4;68.0;17.7;None;30.5;20.2;54.0;1013.44;11.0;986.0;32.6;30.5
18/02/2015-11:30;0.0;0.0;8.0;68.0;17.7;None;30.2;20.8;57.0;1013.41;11.0;992.0;32.7;30.2
18/02/2015-11:35;0.0;0.0;8.0;22.0;17.7;None;30.4;20.4;55.0;1013.34;12.0;998.0;32.6;30.4
18/02/2015-11:40;0.0;0.0;8.0;22.0;16.1;None;30.5;21.1;57.0;1013.24;12.0;1003.0;33.2;30.5
18/02/2015-11:45;0.0;0.0;8.0;68.0;19.3;None;30.4;20.9;57.0;1013.28;12.0;1009.0;33.0;30.4
18/02/2015-11:50;0.0;0.0;6.4;22.0;14.5;None;30.4;20.7;56.0;1013.24;12.0;1013.0;32.9;30.4
18/02/2015-11:55;0.0;0.0;6.4;68.0;16.1;None;30.3;21.2;58.0;1013.11;12.0;1015.0;33.1;30.3
18/02/2015-12:00;0.0;0.0;6.4;0.0;16.1;None;30.5;20.8;56.0;1013.0;12.0;1017.0;33.0;30.5
18/02/2015-12:05;0.0;0.0;6.4;22.0;16.1;None;30.7;21.0;56.0;1013.04;12.0;1020.0;33.4;30.7
18/02/2015-12:10;0.0;0.0;6.4;22.0;12.9;None;30.7;21.3;57.0;1012.94;12.0;1025.0;33.6;30.7
18/02/2015-12:15;0.0;0.0;6.4;22.0;19.3;None;30.7;21.2;57.0;1012.84;12.0;1027.0;33.5;30.7
18/02/2015-12:20;0.0;0.0;6.4;22.0;12.9;None;30.8;20.7;55.0;1012.8;12.0;1027.0;33.3;30.8
18/02/2015-12:25;0.0;0.0;8.0;45.0;19.3;None;30.8;20.5;54.0;1012.77;12.0;1028.0;33.1;30.8
18/02/2015-12:30;0.0;0.0;9.7;68.0;17.7;None;30.2;20.7;57.0;1012.8;12.0;1026.0;32.6;30.2
18/02/2015-12:35;0.0;0.0;11.3;68.0;17.7;None;30.0;20.0;55.0;1012.7;12.0;1026.0;31.9;30.0
18/02/2015-12:40;0.0;0.0;8.0;68.0;14.5;None;29.8;20.4;57.0;1012.7;12.0;1024.0;32.0;29.8
18/02/2015-12:45;0.0;0.0;9.7;68.0;17.7;None;29.6;20.2;57.0;1012.6;12.0;1022.0;31.6;29.6
18/02/2015-12:50;0.0;0.0;11.3;68.0;19.3;None;29.4;19.7;56.0;1012.53;12.0;1022.0;31.1;29.4
18/02/2015-12:55;0.0;0.0;4.8;68.0;14.5;None;29.7;20.0;56.0;1012.53;12.0;1037.0;31.6;29.7
18/02/2015-13:00;0.0;0.0;8.0;68.0;16.1;None;30.1;21.0;58.0;1012.5;12.0;1043.0;32.6;30.1
18/02/2015-13:05;0.0;0.0;6.4;22.0;12.9;None;30.3;21.7;60.0;1012.5;12.0;1026.0;33.4;30.3
18/02/2015-13:10;0.0;0.0;8.0;68.0;17.7;None;30.1;21.5;60.0;1012.36;12.0;1028.0;33.0;30.1
18/02/2015-13:15;0.0;0.0;6.4;22.0;16.1;None;30.3;20.0;54.0;1012.33;12.0;1025.0;32.3;30.3
18/02/2015-13:20;0.0;0.0;9.7;68.0;20.9;None;30.1;20.9;58.0;1012.29;12.0;1015.0;32.5;30.1
18/02/2015-13:25;0.0;0.0;6.4;68.0;16.1;None;30.1;20.4;56.0;1012.23;12.0;1020.0;32.3;30.1
18/02/2015-13:30;0.0;0.0;6.4;68.0;16.1;None;30.2;20.7;57.0;1012.23;12.0;1004.0;32.6;30.2
18/02/2015-13:35;0.0;0.0;6.4;22.0;14.5;None;30.5;21.3;58.0;1011.99;12.0;995.0;33.4;30.5
18/02/2015-13:40;0.0;0.0;8.0;22.0;16.1;None;30.7;20.0;53.0;1012.02;11.0;987.0;32.6;30.7
18/02/2015-13:45;0.0;0.0;6.4;0.0;14.5;None;30.5;21.1;57.0;1011.85;11.0;983.0;33.2;30.5
18/02/2015-13:50;0.0;0.0;6.4;68.0;17.7;None;30.4;19.8;53.0;1011.92;11.0;982.0;32.2;30.4
18/02/2015-13:55;0.0;0.0;6.4;68.0;14.5;None;30.4;20.1;54.0;1011.85;11.0;978.0;32.5;30.4
18/02/2015-14:00;0.0;0.0;4.8;45.0;14.5;None;30.4;19.8;53.0;1011.75;9.0;957.0;32.3;30.4
18/02/2015-14:05;0.0;0.0;6.4;68.0;17.7;None;30.1;19.2;52.0;1011.68;9.0;283.0;31.5;30.1
18/02/2015-14:10;0.0;0.0;6.4;68.0;16.1;None;29.9;20.8;58.0;1011.72;10.0;881.0;32.2;29.9
18/02/2015-14:15;0.0;0.0;4.8;22.0;12.9;None;30.1;19.8;54.0;1011.62;10.0;1024.0;31.8;30.1
18/02/2015-14:20;0.0;0.0;8.0;22.0;16.1;None;29.9;20.2;56.0;1011.58;8.0;456.0;32.0;29.9
18/02/2015-14:25;0.0;0.0;6.4;68.0;14.5;None;29.9;19.0;52.0;1011.51;10.0;978.0;31.2;29.9
18/02/2015-14:30;0.0;0.0;8.0;68.0;16.1;None;29.8;20.4;57.0;1011.45;10.0;953.0;32.0;29.8
18/02/2015-14:35;0.0;0.0;6.4;68.0;14.5;None;29.9;19.3;53.0;1011.34;9.0;913.0;31.4;29.9
18/02/2015-14:40;0.0;0.0;8.0;68.0;16.1;None;29.8;19.8;55.0;1011.28;9.0;888.0;31.5;29.8
18/02/2015-14:45;0.0;0.0;8.0;68.0;16.1;None;29.6;19.6;55.0;1011.31;9.0;872.0;31.2;29.6
18/02/2015-14:50;0.0;0.0;6.4;68.0;19.3;None;29.5;19.8;56.0;1011.31;8.0;853.0;31.2;29.5
18/02/2015-14:55;0.0;0.0;6.4;68.0;14.5;None;29.6;20.5;58.0;1011.28;8.0;846.0;31.7;29.6
18/02/2015-15:00;0.0;0.0;6.4;68.0;14.5;None;29.6;19.6;55.0;1011.31;8.0;839.0;31.2;29.6
18/02/2015-15:05;0.0;0.0;4.8;68.0;14.5;None;29.7;19.7;55.0;1011.28;8.0;834.0;31.3;29.7
18/02/2015-15:10;0.0;0.0;6.4;68.0;16.1;None;29.7;20.0;56.0;1011.31;7.0;817.0;31.5;29.7
18/02/2015-15:15;0.0;0.0;4.8;68.0;12.9;None;29.5;20.1;57.0;1011.21;7.0;808.0;31.4;29.5
18/02/2015-15:20;0.0;0.0;4.8;0.0;12.9;None;29.8;20.1;56.0;1011.24;7.0;804.0;31.7;29.8
18/02/2015-15:25;0.0;0.0;6.4;68.0;16.1;None;29.6;19.9;56.0;1011.24;7.0;822.0;31.4;29.6
18/02/2015-15:30;0.0;0.0;6.4;68.0;12.9;None;29.4;20.0;57.0;1011.18;6.0;569.0;31.2;29.4
18/02/2015-15:35;0.0;0.0;4.8;45.0;14.5;None;29.4;21.2;61.0;1011.11;6.0;744.0;32.0;29.4
18/02/2015-15:40;0.0;0.0;3.2;22.0;12.9;None;29.3;21.6;63.0;1011.11;6.0;647.0;32.1;29.3
18/02/2015-15:45;0.0;0.0;6.4;22.0;14.5;None;29.6;21.3;61.0;1011.07;6.0;730.0;32.2;29.6
18/02/2015-15:50;0.0;0.0;4.8;68.0;11.3;None;29.9;21.6;61.0;1011.07;5.0;756.0;32.8;29.9
18/02/2015-15:55;0.0;0.0;6.4;68.0;12.9;None;29.4;21.2;61.0;1011.07;5.0;726.0;32.0;29.4
18/02/2015-16:00;0.0;0.0;6.4;68.0;12.9;None;29.0;21.5;64.0;1011.11;5.0;696.0;31.7;29.0
18/02/2015-16:05;0.0;0.0;6.4;68.0;14.5;None;29.1;21.1;62.0;1011.18;4.0;651.0;31.4;29.1
18/02/2015-16:10;0.0;0.0;4.8;22.0;12.9;None;29.2;21.4;63.0;1011.14;4.0;664.0;31.8;29.2
18/02/2015-16:15;0.0;0.0;4.8;68.0;12.9;None;29.0;21.5;64.0;1011.14;3.0;309.0;31.7;29.0
18/02/2015-16:20;0.0;0.0;3.2;22.0;8.0;None;28.8;21.6;65.0;1011.11;3.0;310.0;31.4;28.8
18/02/2015-16:25;0.0;0.0;4.8;68.0;12.9;None;28.5;21.1;64.0;1011.14;2.0;226.0;30.8;28.5
18/02/2015-16:30;0.0;0.0;1.6;68.0;6.4;None;28.3;21.3;66.0;1011.11;2.0;212.0;30.6;28.3
18/02/2015-16:35;0.0;0.0;3.2;45.0;8.0;None;28.3;21.3;66.0;1011.04;2.0;239.0;30.6;28.3
18/02/2015-16:40;0.0;0.0;3.2;68.0;8.0;None;28.2;21.7;68.0;1010.97;2.0;307.0;30.7;28.2
18/02/2015-16:45;0.0;0.0;3.2;68.0;11.3;None;27.9;21.5;68.0;1010.9;2.0;290.0;30.3;27.9
18/02/2015-16:50;0.0;0.0;1.6;22.0;4.8;None;28.0;21.8;69.0;1010.97;2.0;331.0;30.5;28.0
18/02/2015-16:55;0.0;0.0;3.2;68.0;8.0;None;28.1;21.1;66.0;1010.84;2.0;332.0;30.3;28.1
18/02/2015-17:00;0.0;0.0;4.8;68.0;9.7;None;27.9;21.7;69.0;1010.77;2.0;268.0;30.3;27.9
18/02/2015-17:05;0.0;0.0;1.6;338.0;6.4;None;27.9;21.7;69.0;1010.87;2.0;170.0;30.3;27.9
18/02/2015-17:10;0.0;0.0;1.6;22.0;4.8;None;27.9;21.7;69.0;1010.84;1.0;163.0;30.3;27.9
18/02/2015-17:15;0.0;0.0;3.2;68.0;8.0;None;27.7;21.5;69.0;1010.94;1.0;142.0;29.9;27.7
18/02/2015-17:20;0.0;0.0;1.6;68.0;6.4;None;27.5;21.3;69.0;1010.8;1.0;167.0;29.6;27.5
18/02/2015-17:25;0.0;0.0;3.2;68.0;9.7;None;27.3;21.6;71.0;1010.8;1.0;102.0;29.5;27.3
18/02/2015-17:30;0.0;0.0;3.2;68.0;8.0;None;27.1;21.4;71.0;1010.77;1.0;112.0;29.1;27.1
18/02/2015-17:35;0.0;0.0;1.6;68.0;4.8;None;27.0;21.5;72.0;1010.84;1.0;128.0;29.0;27.0
18/02/2015-17:40;0.0;0.0;3.2;68.0;8.0;None;26.9;21.9;74.0;1010.84;1.0;102.0;29.1;26.9
18/02/2015-17:45;0.0;0.0;1.6;90.0;6.4;None;26.9;21.9;74.0;1010.9;1.0;131.0;29.1;26.9
18/02/2015-17:50;0.0;0.0;1.6;68.0;6.4;None;26.8;22.1;75.0;1010.87;1.0;76.0;29.0;26.8
18/02/2015-17:55;0.0;0.0;0.0;None;3.2;None;26.7;21.7;74.0;1010.94;1.0;69.0;28.7;26.7
18/02/2015-18:00;0.0;0.0;1.6;68.0;6.4;None;26.7;21.9;75.0;1011.01;0.0;75.0;26.7;26.7
18/02/2015-18:05;0.0;0.0;1.6;68.0;6.4;None;26.6;21.8;75.0;1011.11;0.0;75.0;26.6;26.6
18/02/2015-18:10;0.0;0.0;1.6;68.0;6.4;None;26.5;22.0;76.0;1011.21;0.0;75.0;26.5;26.5
18/02/2015-18:15;0.0;0.0;1.6;68.0;4.8;None;26.4;21.9;76.0;1011.28;0.0;59.0;26.4;26.4
